uri,name,link,capabilities__hasLiveSubscription,location,gender,bio,created_time,websites__uri,websites__name,websites__link,websites__type,location_details__country,available_for_hire,can_work_remotely,resource_key,account;;
/users/7199766,Official ZeroTurnaround Account,https://vimeo.com/zeroturnaround,FALSE,Tartu,n,null,2011-05-25T06:49:54+00:00,/users/7199766/links/838197,http://zeroturnaround.com/,http://zeroturnaround.com/,link,null,FALSE,FALSE,632a9e0dc62af8d2b67608a1007ad14a8b790fd2,pro;;
"/users/6973319,TechGig,https://vimeo.com/user6973319,FALSE,null,n,""Techgig.com is a culmination of everything related to technology, a platform exclusively for IT professionals to synergize, share, exchange ideas as well as showcase their work and express views on the vast repertoire that IT industry encompasses."",2011-05-04T13:46:19+00:00,/users/6973319/links/818922,null,www.techgig.com,link,null,FALSE,FALSE,dce3b7812e1487df10b7bdb1df35dfe5041779ba,basic";;
"/users/3943206,Patrick WashingtonDC,https://vimeo.com/patrickton,FALSE,""Chevy Chase, MD"",m,Easy to follow step by step Java programming video tutorial.,2010-06-01T00:46:15+00:00,/users/3943206/links/1663943,PatrickVideos.com,http://patrickvideos.com,link,null,FALSE,FALSE,f1d5f24986bbde8a0fd2319621cbf28aaf98b78a,basic";;
"/users/62529310,Woz U,https://vimeo.com/thewozu,TRUE,null,null,""Woz U is an EdTech enterprise that is revolutionizing education by providing organizations affordable technology curricula and training to offer students and employees. Our vision is to disrupt the current education model and create a new learning ecosystem to elevate human capital in technical careers. With the ultimate disrupter Steve “Woz” Wozniak as our co-founder and namesake, our unique Education-as-a-Service business model is designed to help governments, schools and businesses sustain their ever-changing technical skill gaps and talent demands.  Learn more at woz-u.com."",2017-02-06T20:51:39+00:00,,null,null,null,null,FALSE,FALSE,4f9d41386d83421ab16122360345e8c1f3817888,live_premium";;
"/users/7540193,JavaZone,https://vimeo.com/javazone,VERDADERO,Norway,n,""JavaZone is one of the world's biggest community driven conferences. Watch more than 1300 talks from the previous years' JavaZone here, all for free!"""",""""short_bio"""":""""JavaZone is one of the world&#039";s biggest community driven conferences. Watch more than 1300 talks from the previous years&#039;" JavaZone here, all for free!"""""",2011-06-22T11:19:21+00:00,/users/7540193/links/6099220,null,https://javazone.no,null,null,FALSO,FALSO,9701025b75b812217e6495432577ba51e0717198,live_premium"
users/52050560,tutorialspoint,https://vimeo.com/user52050560,FALSO,null,null,null,2016-05-10T09:50:25+00:00,null,null,null,null,null,null ,null,cf680074eac66cc42a524908624a9337162248c2,basic;;
"/users/13054698,Sky Infotech,https://vimeo.com/skyinfotech,FALSO,India,n,""Sky InfoTech, a pioneer name in software development and IT services industry. Sky InfoTech burgeoning with services like: Outsourcing, Consultancy, Training and Placement besides that Sky InfoTech have expertise in corporate training in MNC’s as well as in various universities level.\nSky Infotech is a company dedicated to delivering good quality, inexpensive services that will improve the quality of work at all levels in an organization. We believe in developing professionals who believe in themselves and are equipped with the latest state of the art in their respective fields, professionals who are confident and can compete in the challenging world.\nThe mission of Sky InfoTech Education Services is to provide you with the education and training necessary to ensure that you achieve maximum value from Sky InfoTech solutions.\nSky InfoTech provide the software consultancy as well as manpower supply to our channel partners. All businesses don't have vast assets for consultants and technology, so we always take a practical approach to all projects we get on and make an effort to keep costs as low as pragmatically possible."",2012-08-20T07:03:36+00:00,/users/13054698/links/1786087,Sky Infotech,http://skyinfotechtechnology.wordpress.com/,link,null,FALSO,FALSO,b78b2b30cd0ccf38370a2f5e811be7adfb11a287,basic";;
